8.509,8.56,MMP14
8.01,8.043,TRADD
6.223,6.158,CHURC1-FNTB///FNTB
5.606,5.564,PLD1
9.67,9.702,DTX2P1-UPK3BP1-PMS2P11
6.646,6.519,BAD
9.378,9.479,PRPF8
11.032,11.052,CAPNS1
11.639,11.314,RPL35
12.39,12.398,MIR6805///RPL28
10.593,10.393,EIF4G2
9.88,9.755,EIF3D
10.955,10.654,PARK7
11.041,10.712,SRP14
9.567,9.337,GDI2
10.539,10.336,GDI2
11.83,11.423,RPL11
9.688,9.791,ARF3
12.204,11.911,RPL21P28///SNORA27///SNORD102///RPL21
11.701,11.353,RPL24
9.083,8.787,HNRNPC
10.028,9.913,2-Sep
11.667,11.591,HNRNPA1P10///HNRNPA1
11.551,11.279,RPS27A
12.627,12.504,LOC100508408///SNORD14B///RPS13
12.297,12.124,FAU
8.13,8.28,TARDBP
12.736,13.056,CFL1
11.694,11.378,RPL18
10.478,10.584,EIF3F
12.167,11.956,RPS5
12.518,12.413,RPL27
12.696,12.304,RPL34
9.453,9.375,NARS
9.911,10.203,STARD7
12.42,12.104,RPL19
11.284,11.514,SLC25A3
12.796,12.624,SNORD35B///RPS11
12.737,12.383,RPL9
10.867,10.901,MIR5047///MIR3064///DDX5
11.256,10.812,RPL6
9.003,9.028,CTDNEP1
11.491,11.095,RPL10A
7.978,7.663,CBX3
11.929,11.214,RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17
9.278,9.27,PSMB2
9.587,9.281,KHDRBS1
10.02,9.78,ATP6V1G2-DDX39B///SNORD84///DDX39B
9.129,9.206,RTCB
10.138,10.084,ERH
9.387,9.427,GATC///SRSF9
8.603,8.694,ABCF1
9.368,9.392,DAD1
8.195,8.129,YY1
10.052,9.954,JTB
7.977,8.295,KAT7
6.747,6.337,ZNF146
7.491,7.705,SART1
8.27,8.078,ILF2
9.116,9.22,SPAG7
6.949,7.119,ZPR1
9.898,9.974,TAF10
5.508,5.468,C1D
10.515,10.506,NONO
9,9.108,LOC101929240///SNRNP200
11.693,11.969,RHOA
9.039,8.978,RNPS1
12.961,12.542,RPS24
12.899,12.738,RPL30
10.658,10.352,NPM1
11.733,11.332,HSP90AB1
10.933,11.018,MIR3620///ARF1
8.595,8.281,IK
9.376,9.149,SNX3
11.033,10.835,CANX
5.987,6.23,SART3
7.623,7.7,CNPPD1
6.812,6.936,SMNDC1
9.303,9.06,HNRNPM
8.945,9.099,HNRNPD
11.041,10.566,RPL14
9.397,9.134,GUK1
8.466,8.319,KXD1
12.373,12.486,OAZ1
10.187,10.531,ATP6V0B
9.295,9.191,KARS
10.895,11.023,H3F3AP4///H3F3B///H3F3A
12.023,11.69,RPS6
11.369,11.131,RPS7
8.59,8.452,USP22
9.608,9.308,C11orf58
10.175,10.374,TCEB2
10.486,10.519,COX4I1
10.187,9.973,TMED2
12.783,12.316,NBEAL1///RPL12
11.344,11.181,SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4
8.958,8.822,FNTA
10.848,10.424,RPS25
11.887,11.573,RPL37
9.567,9.532,HINT1
11.468,11.605,EEF2
13.377,13.043,RPS10
10.432,10.188,ATP6V0E1
9.489,9.225,HNRNPK
9.162,9.124,ANAPC5
12.132,11.897,SNORD73A///RPS3A
9.402,8.969,HNRNPU
10.502,10.186,HNRNPU
8.128,8.082,EIF3A
8.618,8.422,EIF3A
6.419,6.235,EIF3A
8.751,7.632,MIR3652///HSP90B1
9.652,9.287,MIR3652///HSP90B1
10.774,10.879,MSN
9.417,9.335,ACTN4
7.633,7.955,APP
9.979,9.779,PRKAR1A
9.6,8.751,PRKAR1A
9.936,9.538,PRKAR1A
7.474,6.414,DSP
7.84,7.7,RAD21
7.135,7.404,RAD21
10.587,10.668,WDR1
9.818,9.67,NCL
10.001,9.992,WDR1
8.542,8.988,AP2B1
9.857,9.874,AP2M1
10.783,10.565,CLTC
7.938,8.102,AP2B1
7.576,7.719,MLEC
8.722,8.339,MLEC
9.807,9.736,LASP1
9.316,9.238,SF3B2
10.501,10.219,TMEM59
10.759,10.418,CSRP1
9.142,8.112,CALM3///CALM2///CALM1
8.909,8.243,CALM3///CALM2///CALM1
8.98,8.561,SNHG4///MATR3
10.179,10.354,CAP1
8.2,7.772,SNHG4///MATR3
10.113,9.694,PTGES3
9.68,9.834,WARS
10.386,10.598,WARS
10.436,10.371,SETSIP///SET
9.963,9.622,SETSIP///SET
9.776,9.946,NDRG1
13.009,13.231,UBB
11.383,11.732,PFN1
7.412,7.684,PTPRF
8.369,8.67,PTPRF
7.608,7.696,PTPRF
9.916,9.804,YWHAZ
9.478,9.603,YWHAZ
10.565,10.5,YWHAZ
9.592,9.227,YWHAZ
10.141,10.036,SOD1
9.238,9.002,HDLBP
9.135,9.029,MARCKSL1
11.173,11.179,GABARAP
7.656,8.238,NUCB1
10.778,10.578,EIF3CL///EIF3C
10.149,10.48,GLUL
9.667,9.911,NUCB1
10.997,10.945,LDHA
12.247,12.112,SNORD96A///SNORD95///RACK1
10.461,10.277,SSR2
9.983,9.954,CALM3///CALM2///CALM1
11.081,11.02,P4HB
10.242,10.251,CALM3///CALM2///CALM1
9.168,9.176,P4HB
10.968,11.364,SLC25A5
7.011,6.892,PHB
8.562,8.557,PHB
11.044,11.388,S100A11
9.957,9.879,CTSA
8.611,8.431,TOMM20
12.489,12.504,CD63
8.576,8.532,DNAJB1
10.911,10.946,SPARC
9.368,9.353,DNAJB1
9.386,9.326,UBE2D3
9.956,9.886,UBE2D3
9.167,9.042,UBE2D3
9.728,9.825,XBP1
8.489,8.599,SPTBN1
9.578,9.797,SPTBN1
11.184,11.183,LAPTM4A
13.354,13.072,RPL32
11.44,11.739,CD81
6.98,7.023,UBE2L3
10.734,10.873,PTTG1IP
11.237,11.863,GRN
9.686,9.217,HMGB1
11.154,11.046,HMGB1
9.664,9.682,GLO1
9.343,9.126,UBE2L3
8.745,8.583,UBE2L3
7.821,7.522,UBE2L3
4.131,4.104,SRSF11
7.988,7.978,SRSF11
8.117,8.12,SF3B3
6.078,6.338,SF3B3
12.667,12.233,MIR3654///EEF1G
5.599,5.681,HSPA9
8.505,8.505,HSPA9
7.976,7.646,HSPA9
10.477,10.385,YWHAQ
9.129,9.357,DDX24
9.129,9.116,PPP2R1A
10.882,11.095,GSN
9.943,10.078,HK1
8.865,8.741,KDELR2
9.281,9.012,KDELR2
9.775,9.342,KDELR2
11.722,12.076,NPC2
7.34,7.69,DDX24
10.272,9.711,DYNLL1
10.655,10.248,LITAF
11.239,10.91,SNORA41///EEF1B2
9.615,9.246,LITAF
8.322,8.113,PRKCSH
8.86,9.008,GOT2
10.259,10.352,LOC101929368///FKBP1A
8.951,8.759,ACADVL
9.281,9.22,SKP1
7.614,7.479,MAPRE1
9.821,9.825,MAPRE1
10.129,10.355,OS9
11.996,11.597,SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A
13.395,12.805,RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A
12.79,12.439,RPL7
10.701,10.778,SKP1
7.707,7.792,SKP1
8.753,8.567,ACTR1A
8.26,8.373,ACTR1A
8.334,8.075,CAPRIN1
9.798,9.567,CAPRIN1
5.975,5.946,SNORA70///RPL10
13.209,13.049,SNORA70///RPL10
9.049,8.913,PPP1CC
7.809,8.192,ACTR2
9.373,9.221,ACTR2
8.072,8.319,ACTR2
7.737,7.768,PTP4A1
7.992,7.784,PTP4A1
9.624,9.213,PTP4A1
7.057,7.025,PTP4A1
9.083,9.293,ARF3
11.67,11.339,NACA
10.716,10.774,GPX1
8.948,9.239,PGK1
10.513,10.853,PGK1
8.441,8.211,SUMO3
9.686,9.639,SUMO3
12.88,12.617,RPS27
9.799,10.023,TPP1
9.988,10.072,TPP1
8.533,8.548,GNB1
10.078,10.296,GNB1
10.176,10.481,GNB1
8.953,9.087,NUMA1
12.574,12.823,FTH1
7.634,7.474,RAN
9.469,9.207,RAN
8.338,7.733,HNRNPC
8.382,8.248,CAPN1
7.661,7.77,MIR636///SRSF2
10.171,10.19,MIR636///SRSF2
7.9,7.585,CALU
